BEN;CO;MXIL;NO;NO2;O3;PM2.5;SO2;TOL
0.17;0.51;0.23;3.0;13.0;58.0;12.0;3.0;1.0
0.3;0.58;0.57;5.0;16.0;40.0;14.0;5.0;1.54
0.09;0.47;0.15;2.0;7.0;48.0;8.0;3.0;0.47
0.19;0.49;0.51;4.0;12.0;43.0;6.0;3.0;1.23
0.16;0.38;0.44;5.0;15.0;54.0;9.0;6.0;1.13
0.21;0.33;0.83;6.0;21.0;50.0;11.0;5.0;1.46
0.47;0.42;3.32;5.0;27.0;44.0;16.0;4.0;2.55
0.28;0.37;0.89;3.0;20.0;63.0;15.0;4.0;1.92
0.09;0.31;0.27;2.0;11.0;71.0;8.0;3.0;0.56
0.1;0.3;0.18;2.0;12.0;63.0;9.0;4.0;0.62
0.16;0.32;0.25;5.0;18.0;58.0;9.0;4.0;0.99
0.42;0.34;0.48;7.0;23.0;55.0;12.0;4.0;1.24
0.43;0.49;0.74;7.0;29.0;42.0;15.0;4.0;2.62
0.67;0.53;1.02;6.0;34.0;37.0;16.0;4.0;2.49
0.41;0.37;0.65;8.0;25.0;51.0;14.0;4.0;1.92
0.48;0.58;0.74;4.0;28.0;55.0;17.0;6.0;1.47
0.71;0.76;1.32;14.0;43.0;26.0;20.0;8.0;2.55
0.87;0.53;4.76;35.0;59.0;17.0;20.0;6.0;5.58
0.57;0.46;3.74;16.0;42.0;33.0;17.0;4.0;3.7
0.2;0.43;0.49;7.0;23.0;33.0;10.0;4.0;1.33
0.28;0.41;0.56;13.0;25.0;32.0;12.0;4.0;1.71
0.45;0.4;0.74;8.0;26.0;32.0;10.0;4.0;1.97
0.67;0.57;1.35;11.0;32.0;24.0;16.0;9.0;2.26
0.72;0.71;1.23;11.0;32.0;26.0;19.0;9.0;2.35
0.77;0.5;3.13;34.0;41.0;16.0;18.0;5.0;4.91
0.65;0.52;0.78;11.0;27.0;28.0;12.0;4.0;2.87
0.39;0.47;0.71;9.0;28.0;35.0;11.0;5.0;2.13
0.38;0.44;0.79;7.0;25.0;39.0;12.0;5.0;2.08
0.46;0.43;1.91;14.0;26.0;21.0;10.0;6.0;2.38
0.27;0.38;0.82;7.0;19.0;31.0;7.0;6.0;1.31
0.19;0.36;0.5;4.0;14.0;44.0;9.0;7.0;1.06
0.35;0.38;0.48;8.0;23.0;37.0;7.0;6.0;1.21
0.4;0.41;1.09;9.0;21.0;23.0;8.0;5.0;1.64
0.47;0.42;1.54;13.0;28.0;28.0;12.0;4.0;2.3
0.4;0.42;1.53;14.0;19.0;36.0;13.0;4.0;2.05
0.65;0.49;1.62;9.0;30.0;35.0;19.0;6.0;3.08
0.66;0.43;1.7;9.0;25.0;31.0;11.0;5.0;2.41
0.46;0.44;1.46;10.0;23.0;28.0;12.0;7.0;2.34
0.43;0.39;0.5;6.0;24.0;34.0;9.0;4.0;1.82
0.56;0.42;1.39;17.0;27.0;23.0;11.0;5.0;2.29
0.26;0.37;1.47;12.0;22.0;31.0;9.0;6.0;1.83
0.83;0.52;2.27;20.0;28.0;24.0;11.0;8.0;3.42
0.7;0.49;2.08;19.0;24.5;24.5;12.5;8.0;3.05
0.56;0.46;1.9;18.0;21.0;25.0;14.0;8.0;2.68
0.58;0.41;2.27;18.0;23.0;17.0;11.0;5.0;3.01
0.25;0.34;0.65;5.0;15.0;49.0;8.0;7.0;1.04
0.51;0.4;1.36;17.0;27.0;28.0;12.0;6.0;1.9
0.13;0.33;0.3;5.0;16.0;49.0;8.0;4.0;0.89
0.49;0.4;1.7;13.0;28.0;29.0;12.0;8.0;2.64
1.05;0.6;4.05;33.0;33.0;15.0;17.0;9.0;4.77
0.92;0.54;3.2;27.0;29.0;22.0;17.0;5.0;4.93
0.94;0.43;1.94;10.0;24.0;27.0;15.0;4.0;3.08
0.78;0.4;1.25;9.0;20.0;32.0;14.0;3.0;2.32
0.73;0.42;1.34;19.0;28.0;29.0;17.0;4.0;2.87
0.79;0.42;1.56;11.0;22.0;29.0;18.0;5.0;3.13
0.57;0.41;4.76;12.0;29.0;25.0;16.0;5.0;2.49
1.34;0.63;6.65;40.0;40.0;9.0;26.0;7.0;5.79
0.8;0.45;2.49;30.0;31.0;35.0;18.0;6.0;3.49
1.07;0.52;1.69;19.0;35.0;10.0;25.0;6.0;3.35
0.71;0.45;1.86;15.0;23.0;18.0;13.0;6.0;3.21
1.06;0.57;4.61;55.0;33.0;7.0;18.0;6.0;6.45
1.51;0.66;7.01;78.0;34.0;12.0;21.0;5.0;9.38
0.65;0.45;2.32;19.0;24.0;33.0;12.0;4.0;6.99
0.34;0.38;0.73;9.0;27.0;44.0;9.0;6.0;1.57
0.51;0.4;0.43;10.0;29.0;25.0;9.0;6.0;1.88
1.28;0.51;2.0;26.0;28.0;15.0;15.0;5.0;3.05
0.6;0.45;1.0;11.0;24.0;22.0;14.0;6.0;2.05
0.67;0.47;1.24;18.0;25.0;21.0;10.0;6.0;2.31
1.33;0.62;4.29;48.0;32.0;13.0;17.0;5.0;6.05
1.08;0.59;3.9;44.0;39.0;14.0;16.0;7.0;4.69
1.28;0.59;4.99;52.0;41.0;17.0;20.0;5.0;5.52
0.67;0.45;1.52;13.0;32.0;26.0;12.0;4.0;2.8
0.79;0.54;1.75;20.0;25.0;23.0;12.0;6.0;2.64
0.66;0.5;1.41;11.0;22.0;27.0;10.0;6.0;2.78
0.15;0.4;0.29;4.0;13.0;55.0;4.0;6.0;0.97
0.5;0.56;1.0;17.0;27.0;41.0;7.0;6.0;1.91
0.51;0.46;0.87;13.0;26.0;41.0;8.0;7.0;1.7
0.54;0.45;1.26;13.0;30.0;34.0;8.0;9.0;2.03
0.75;0.52;1.85;21.0;38.0;22.0;12.0;8.0;2.4
0.88;0.53;1.73;26.0;31.0;17.0;14.0;11.0;2.76
0.77;0.54;1.0;16.0;28.0;18.0;14.0;10.0;1.87
0.68;0.51;1.01;15.0;26.0;22.0;15.0;11.0;2.33
0.28;0.4;0.3;5.0;20.0;36.0;6.0;5.0;1.38
0.77;0.47;3.01;33.0;29.0;23.0;13.0;6.0;5.53
1.29;0.55;3.36;51.0;32.0;12.0;22.0;10.0;4.42
1.26;0.64;2.91;37.0;35.0;11.0;21.0;14.0;4.18
1.04;0.59;1.99;25.0;29.0;21.0;17.0;9.0;3.21
0.72;0.5;0.59;7.0;27.0;27.0;15.0;7.0;1.42
0.91;0.53;0.76;15.0;34.0;21.0;14.0;6.0;2.39
1.01;0.54;2.27;34.0;34.0;7.0;16.0;5.0;3.85
1.11;0.56;2.45;33.0;33.0;13.0;17.0;5.0;4.0
0.93;0.47;2.69;44.0;33.0;15.0;24.0;6.0;4.02
1.56;0.67;4.08;69.0;34.0;8.0;32.0;15.0;5.32
2.28;0.94;5.6;84.0;35.0;7.0;32.0;17.0;7.28
1.07;0.57;1.09;20.0;25.0;22.0;17.0;12.0;2.6
0.66;0.46;0.52;18.0;34.0;23.0;7.0;6.0;1.82
0.7;0.45;0.8;9.0;29.0;23.0;11.0;7.0;2.03
0.4;0.43;0.14;6.0;17.0;38.0;8.0;6.0;1.03
0.72;0.51;0.88;16.0;38.0;25.0;10.0;7.0;2.02
0.55;0.55;0.69;17.0;35.0;32.0;8.0;9.0;1.62
0.28;0.4;0.27;9.0;24.0;52.0;6.0;5.0;0.65
0.39;0.47;0.44;7.0;24.0;46.0;10.0;7.0;0.94
0.9;0.62;2.0;47.0;40.0;32.0;13.0;13.0;2.86
1.34;0.7;3.93;66.0;49.0;8.0;21.0;12.0;4.77
0.99;0.61;2.57;43.5;43.5;19.5;15.0;10.0;3.51
0.63;0.52;1.21;21.0;38.0;31.0;9.0;8.0;2.26
0.57;0.5;0.63;20.0;38.0;34.0;9.0;6.0;1.44
1.1;0.64;3.14;51.0;47.0;19.0;13.0;10.0;4.15
0.39;0.48;0.65;10.0;28.0;42.0;9.0;6.0;1.49
0.37;0.45;0.62;5.0;19.0;56.0;7.0;5.0;0.98
0.78;0.57;1.2;16.0;39.0;27.0;11.0;9.0;2.32
0.93;0.66;1.92;42.0;40.0;26.0;10.0;9.0;3.54
0.3;0.4;0.19;5.0;19.0;59.0;5.0;4.0;0.59
0.42;0.5;0.9;15.0;34.0;42.0;10.0;9.0;1.53
0.22;0.43;0.4;9.0;24.0;55.0;9.0;6.0;0.83
0.65;0.55;1.64;20.0;32.0;33.0;11.0;6.0;2.06
1.71;0.73;3.61;73.0;33.0;7.0;19.0;9.0;4.53
2.63;1.01;9.32;182.0;52.0;4.0;35.0;20.0;8.37
1.68;0.78;5.44;116.0;44.0;6.0;28.0;15.0;6.68
1.93;0.86;6.49;111.0;41.0;4.0;30.0;10.0;7.37
1.93;0.75;6.4;80.0;38.0;5.0;29.0;10.0;8.05
2.26;0.85;7.05;69.0;41.0;4.0;33.0;12.0;8.04
2.25;1.07;7.04;100.0;44.0;4.0;33.0;14.0;8.05
2.26;0.96;7.05;98.0;43.0;5.0;36.0;13.0;8.72
2.59;0.99;7.59;169.0;60.0;5.0;40.0;12.0;8.72
2.55;0.95;9.07;136.0;55.0;7.0;29.0;10.0;10.67
1.27;0.62;4.64;53.0;38.0;32.0;15.0;3.0;5.81
1.74;0.7;4.43;48.0;45.0;27.0;19.0;4.0;5.85
2.21;0.83;4.22;68.0;43.0;8.0;25.0;5.0;5.89
2.31;0.89;4.62;58.0;37.0;5.0;29.0;4.0;6.35
2.41;0.95;5.1;74.0;40.0;3.0;29.0;5.0;6.39
0.79;0.57;2.08;23.0;35.0;42.0;12.0;6.0;2.72
1.04;0.6;2.69;32.0;47.0;26.0;13.0;6.0;4.19
1.57;0.77;5.29;67.0;49.0;9.0;20.0;7.0;6.16
2.33;0.87;6.8;117.0;46.0;4.0;29.0;18.0;8.6
1.85;0.81;5.11;81.0;51.0;8.0;25.0;21.0;6.75
1.26;0.64;0.84;8.0;27.0;32.0;39.0;14.0;2.16
2.09;0.78;3.84;39.0;47.0;15.0;47.0;10.0;4.89
2.74;0.99;4.99;88.0;55.0;11.0;69.0;14.0;7.35
0.51;0.51;1.12;10.0;32.0;42.0;8.0;6.0;2.31
1.31;0.59;3.79;28.0;48.0;18.0;15.0;6.0;5.13
1.16;0.59;2.29;18.0;31.0;22.0;18.0;10.0;3.12
0.8;0.59;1.45;21.0;40.0;33.0;10.0;9.0;2.25
0.4;0.52;0.72;9.0;25.0;37.0;9.0;12.0;2.22
0.16;0.46;0.26;4.0;13.0;54.0;6.0;10.0;0.58
0.72;0.56;1.54;33.0;35.0;24.0;12.0;6.0;2.77
0.31;0.45;0.74;5.0;27.0;43.0;7.0;6.0;1.77
0.51;0.5;1.34;14.0;35.0;31.0;8.0;6.0;2.0
1.22;0.64;3.54;50.0;38.0;8.0;22.0;9.0;3.82
1.77;0.9;4.86;74.0;52.0;11.0;28.0;15.0;4.99
1.76;0.76;3.74;55.0;49.0;14.0;27.0;11.0;4.6
2.09;0.8;4.81;77.0;50.0;8.0;32.0;11.0;5.63
2.55;0.89;6.61;128.0;59.0;6.0;42.0;12.0;7.87
1.78;0.75;4.94;90.0;50.0;8.0;34.0;11.0;6.43
1.67;0.74;5.74;80.0;45.0;9.0;30.0;10.0;6.52
1.37;0.69;3.09;36.0;44.0;10.0;27.0;15.0;4.75
0.83;0.57;2.3;19.0;39.0;25.0;10.0;13.0;4.77
1.33;0.59;3.85;29.0;39.0;24.0;18.0;10.0;5.69
1.32;0.83;3.84;55.0;39.0;11.0;30.0;15.0;5.68
1.33;1.03;3.85;91.0;53.0;8.0;37.0;18.0;5.69
1.83;0.85;5.39;88.0;49.0;12.0;36.0;16.0;6.61
1.67;0.8;4.27;73.0;45.0;13.0;33.0;15.0;5.48
1.22;0.66;2.9;22.0;40.0;20.0;30.0;12.0;3.63
1.15;0.66;2.18;32.0;39.0;18.0;25.0;10.0;3.37
1.32;0.76;2.68;32.0;36.0;14.0;28.0;15.0;3.64
1.45;0.78;1.36;19.0;32.0;17.0;35.0;15.0;2.72
0.93;0.64;0.91;13.0;33.0;25.0;25.0;11.0;2.16
0.88;0.63;1.52;24.0;40.0;30.0;13.0;9.0;2.81
2.06;1.07;6.45;96.0;50.0;6.0;33.0;15.0;8.33
2.08;0.97;6.82;86.0;52.0;13.0;31.0;18.0;8.4
1.36;0.75;3.83;33.0;47.0;19.0;23.0;12.0;4.56
0.65;0.63;1.21;19.0;33.0;42.0;9.0;6.0;1.74
1.04;0.69;1.5;19.0;34.0;23.0;16.0;14.0;2.39
1.01;0.68;1.7;24.0;39.0;24.0;15.0;18.0;2.87
1.38;0.82;4.11;45.0;43.0;11.0;22.0;14.0;5.19
1.89;0.94;7.88;83.0;55.0;13.0;31.0;14.0;6.66
1.73;1.0;6.25;51.0;59.0;10.0;37.0;17.0;6.21
0.73;0.67;1.54;7.0;35.0;34.0;15.0;5.0;3.0
1.07;0.72;1.66;16.0;32.0;18.0;24.0;3.0;2.92
0.77;0.69;1.37;19.0;25.0;27.0;16.0;6.0;2.35
0.48;0.61;0.39;12.0;34.0;42.0;8.0;5.0;1.35
0.94;0.71;2.44;30.0;46.0;24.0;12.0;9.0;3.15
1.06;0.69;3.33;32.0;38.0;25.0;13.0;5.0;4.39
1.07;0.75;4.39;46.0;40.0;16.0;15.0;5.0;4.44
0.76;0.69;1.5;24.0;34.0;25.0;12.0;6.0;2.58
0.7;0.6;1.09;8.0;28.0;33.0;11.0;5.0;1.6
0.64;0.64;0.85;8.0;28.0;28.0;10.0;5.0;1.83
0.57;0.6;0.91;11.0;29.0;32.0;13.0;7.0;1.81
0.92;0.72;2.43;30.0;42.0;17.0;17.0;4.0;3.1
1.1;0.74;2.89;29.0;39.0;14.0;23.0;9.0;4.77
0.29;0.57;0.46;6.0;21.0;40.0;11.0;5.0;0.94
0.28;0.53;0.12;3.0;17.0;39.0;9.0;4.0;0.66
0.98;0.72;2.7;24.0;39.0;14.0;18.0;5.0;2.67
1.36;0.89;3.06;20.0;39.0;17.0;23.0;7.0;2.93
1.33;0.9;3.33;30.0;49.0;10.0;25.0;7.0;3.57
0.51;0.6;0.57;10.0;24.0;40.0;10.0;9.0;1.54
0.55;0.63;0.86;7.0;26.0;45.0;12.0;6.0;0.84
1.0;0.71;1.22;15.0;35.0;22.0;18.0;14.0;2.59
0.94;0.7;2.42;19.0;41.0;30.0;14.0;5.0;3.55
0.77;0.68;1.63;24.0;32.0;30.0;14.0;6.0;2.52
0.88;0.8;2.02;19.0;36.0;29.0;12.0;6.0;3.38
0.49;0.67;1.52;20.0;29.0;50.0;9.0;10.0;1.8
0.66;0.62;1.04;12.0;30.0;35.0;11.0;4.0;2.02
0.61;0.68;0.97;6.0;25.0;50.0;10.0;3.0;1.39
0.69;0.67;0.75;11.0;29.0;33.0;12.0;5.0;1.93
0.93;0.74;3.23;21.0;35.0;19.0;25.0;6.0;3.37
0.64;0.68;1.0;8.0;30.0;36.0;13.0;4.0;2.12
0.53;0.62;0.81;10.0;29.0;44.0;10.0;4.0;1.33
0.92;0.69;2.04;27.0;32.0;20.0;18.0;5.0;3.95
1.35;0.78;2.38;26.0;34.0;20.0;21.0;4.0;3.97
0.96;0.72;2.29;20.0;31.0;29.0;18.0;2.0;3.44
0.75;0.67;1.96;18.0;33.0;38.0;11.0;2.0;3.16
0.93;0.69;2.35;16.0;38.0;31.0;16.0;4.0;4.12
0.56;0.62;1.4;7.0;24.0;54.0;11.0;5.0;2.07
0.84;0.69;1.68;15.0;29.0;40.0;18.0;3.0;3.16
0.96;0.74;1.25;9.0;31.0;42.0;21.0;4.0;2.62
1.42;0.95;1.83;10.0;37.0;25.0;27.0;10.0;3.46
1.22;0.85;2.39;12.0;33.0;26.0;25.0;5.0;3.01
1.04;0.77;2.43;25.0;33.0;30.0;29.0;5.0;3.91
0.44;0.64;0.72;3.0;20.0;52.0;21.0;5.0;1.65
0.31;0.65;0.35;7.0;27.0;51.0;15.0;5.0;1.14
0.18;0.65;0.42;7.0;27.0;48.0;15.0;7.0;0.94
0.33;0.64;0.31;9.0;26.0;49.0;8.0;6.0;0.98
0.42;0.63;0.52;5.0;21.0;53.0;10.0;7.0;0.95
0.46;0.61;0.42;4.0;20.0;48.0;8.0;4.0;0.86
0.55;0.63;0.75;16.0;30.0;36.0;16.0;9.0;1.9
0.59;0.46;0.59;14.0;32.0;41.0;20.0;14.0;1.91
0.66;0.43;1.99;19.0;37.0;29.0;19.0;10.0;2.81
0.47;0.41;1.25;14.0;30.0;36.0;12.0;15.0;2.22
0.42;0.35;1.16;17.0;33.0;43.0;13.0;11.0;2.22
0.32;0.32;0.46;5.0;25.0;43.0;10.0;12.0;1.32
0.52;0.35;1.33;11.0;27.0;32.0;12.0;10.0;2.37
0.39;0.41;0.81;8.0;27.0;44.0;17.0;12.0;1.6
0.44;0.36;1.08;10.0;28.0;36.0;10.0;13.0;2.5
0.16;0.31;0.42;9.0;24.0;35.0;9.0;14.0;1.2
0.34;0.44;0.57;4.0;21.0;38.0;14.0;13.0;1.33
0.25;0.39;0.17;3.0;12.0;50.0;17.0;11.0;0.45
0.64;0.67;0.11;4.0;22.0;38.0;26.0;16.0;0.97
0.42;0.49;0.13;3.0;15.0;47.0;21.0;13.0;0.66
0.26;0.33;0.15;6.0;22.0;46.0;14.0;13.0;1.07
0.36;0.3;0.15;7.0;23.0;55.0;8.0;16.0;0.73
0.21;0.28;0.16;7.0;21.0;59.0;9.0;15.0;0.77
0.2;0.31;0.44;8.0;22.0;48.0;10.0;5.0;1.26
0.51;0.39;0.9;15.0;30.0;35.0;13.0;10.0;2.26
0.13;0.31;0.15;5.0;17.0;60.0;7.0;2.0;0.74
0.21;0.32;0.3;5.0;19.0;52.0;11.0;4.0;1.19
0.58;0.45;1.44;18.0;29.0;37.0;16.0;8.0;2.47
0.73;0.47;1.37;17.0;38.0;27.0;18.0;9.0;2.9
0.48;0.38;1.01;16.0;26.0;34.0;12.0;10.0;2.21
0.42;0.39;0.74;8.0;24.0;41.0;11.0;10.0;1.51
0.7;0.59;1.55;12.0;27.0;36.0;19.0;9.0;2.79
0.57;0.55;0.35;5.0;22.0;44.0;24.0;11.0;1.37
0.44;0.48;0.25;4.0;18.0;52.5;22.0;8.5;0.97
0.32;0.42;0.15;3.0;14.0;61.0;20.0;6.0;0.56
0.27;0.35;0.31;3.0;20.0;59.0;15.0;5.0;0.86
0.36;0.34;0.51;6.0;26.0;47.0;18.0;6.0;1.58
0.39;0.4;0.93;12.0;28.0;45.0;22.0;10.0;2.24
0.29;0.32;0.97;10.0;26.0;44.0;17.0;10.0;2.22
0.22;0.27;0.53;8.0;22.0;39.0;12.0;8.0;2.02
0.28;0.37;0.55;5.0;20.0;37.0;15.0;7.0;2.02
0.4;0.5;0.24;3.0;19.0;38.0;16.0;8.0;1.23
0.63;0.5;1.65;20.0;36.0;28.0;16.0;10.0;3.36
0.37;0.39;0.94;7.0;26.0;40.0;21.0;8.0;2.56
0.3;0.41;0.46;5.0;21.0;37.0;16.0;7.0;1.53
0.11;0.28;0.56;5.0;18.0;43.0;8.0;7.0;1.19
0.12;0.29;0.14;5.0;17.0;37.0;9.0;6.0;1.14
0.27;0.38;0.26;4.0;16.0;33.0;14.0;6.0;0.91
0.24;0.37;0.41;4.0;21.0;45.0;14.0;7.0;1.34
0.6;0.46;0.7;13.0;29.0;27.0;16.0;7.0;2.34
0.36;0.36;0.97;16.0;24.0;34.0;14.0;9.0;2.14
0.17;0.29;0.19;7.0;18.0;44.0;8.0;8.0;1.17
0.37;0.47;0.22;8.0;22.0;44.0;15.0;9.0;1.32
0.17;0.34;0.14;4.0;16.0;47.0;14.0;8.0;0.92
0.25;0.41;0.31;4.0;15.0;38.0;17.0;6.0;1.04
0.14;0.31;0.3;4.0;14.0;37.0;12.0;5.0;1.35
0.16;0.27;0.18;9.0;22.0;39.0;6.0;6.0;1.04
0.3;0.26;0.76;9.0;20.0;42.0;8.0;7.0;1.75
0.24;0.29;0.42;6.0;18.0;48.0;9.0;6.0;1.22
0.25;0.28;0.66;10.0;19.0;33.0;10.0;10.0;2.1
0.08;0.24;0.12;3.0;10.0;46.0;7.0;6.0;0.39
0.08;0.24;0.12;3.0;9.0;50.0;10.0;6.0;0.27
0.09;0.26;0.14;3.0;10.0;60.0;13.0;11.0;0.58
0.15;0.28;0.34;5.0;20.0;50.0;12.0;8.0;1.27
0.19;0.3;0.41;13.0;15.0;40.0;13.0;9.0;1.6
0.23;0.32;0.47;20.0;12.0;29.0;13.0;8.0;1.92
0.17;0.32;0.53;23.0;15.0;27.0;12.0;10.0;1.61
0.12;0.37;0.16;21.0;10.0;30.0;18.0;12.0;0.57
0.13;0.31;0.12;13.0;5.0;37.0;13.0;13.0;0.51
0.11;0.29;0.1;9.0;3.0;45.0;12.0;12.0;0.48
0.14;0.29;0.22;14.0;3.0;34.0;13.0;12.0;0.7
0.15;0.35;0.15;12.0;5.0;43.0;13.0;14.0;0.78
0.18;0.4;0.42;18.0;7.0;20.0;14.0;13.0;1.79
0.33;0.43;0.15;15.0;6.0;29.0;13.0;12.0;1.3
0.47;0.48;0.76;23.0;6.0;24.0;17.0;15.0;2.25
0.08;0.27;0.11;7.0;2.0;35.0;9.0;12.0;0.32
0.13;0.31;0.1;7.0;2.0;39.0;11.0;13.0;0.24
0.09;0.3;0.12;11.0;4.0;40.0;11.0;11.0;0.7
0.33;0.46;0.74;21.0;12.0;28.0;20.0;10.0;1.91
0.9;0.75;2.92;31.0;15.0;27.0;29.0;10.0;3.81
0.34;0.44;0.7;20.0;7.0;42.0;28.0;8.0;2.38
0.56;0.49;1.67;28.0;16.0;38.0;38.0;18.0;2.72
0.32;0.35;0.36;15.0;5.0;34.0;22.0;11.0;1.2
0.19;0.29;0.1;8.0;2.0;39.0;8.0;12.0;0.5
0.17;0.33;4.52;15.0;6.0;39.0;10.0;16.0;2.98
0.24;0.36;5.53;19.0;5.0;36.0;12.0;16.0;2.95
0.22;0.36;0.18;15.0;6.0;41.0;13.0;14.0;1.02
0.19;0.33;0.27;17.0;7.0;35.0;12.0;14.0;1.43
0.26;0.35;0.36;34.0;9.0;27.0;13.0;16.0;1.35
0.09;0.24;0.17;18.0;4.0;47.0;8.0;16.0;0.45
0.12;0.24;0.1;8.0;2.0;40.0;8.0;16.0;0.44
0.15;0.27;0.28;15.0;4.0;40.0;9.0;16.0;0.71
0.13;0.26;0.13;20.0;6.0;38.0;13.0;10.0;1.06
0.1;0.3;0.1;23.0;8.0;33.0;9.0;6.0;0.66
0.14;0.29;0.11;24.0;8.0;39.0;9.0;6.0;0.72
0.16;0.32;0.16;39.0;11.5;36.0;11.0;6.5;1.12
0.17;0.34;0.2;54.0;15.0;33.0;13.0;7.0;1.51
0.15;0.32;0.14;30.0;14.0;31.0;14.0;6.0;1.03
0.1;0.28;0.31;7.0;11.0;39.0;7.0;6.0;0.36
0.08;0.34;0.13;11.0;13.0;36.0;6.0;5.0;0.11
1.92;0.28;0.16;9.0;14.0;35.0;11.0;4.0;0.14
3.03;0.27;0.72;7.0;12.0;49.0;10.0;4.0;0.2
3.23;0.28;1.46;11.0;12.0;40.0;13.0;4.0;0.87
1.24;0.26;0.13;6.0;10.0;41.0;11.0;4.0;4.19
0.5;0.34;0.5;9.0;15.0;39.0;15.0;5.0;7.03
0.49;0.61;1.81;13.0;20.0;39.0;22.0;7.0;8.1
0.56;0.81;2.16;22.0;30.0;36.0;26.0;8.0;8.12
0.53;0.73;2.21;23.0;30.0;37.0;26.0;7.0;6.88
0.78;0.92;3.56;27.0;41.0;56.0;32.0;17.0;6.53
0.69;0.86;2.8;19.0;26.0;52.0;38.0;7.0;5.09
0.67;0.49;0.46;14.0;22.0;51.0;33.0;4.0;0.85
0.73;0.57;0.57;17.0;27.0;39.0;38.0;5.0;1.27
0.74;0.62;0.5;16.0;24.0;57.0;41.0;9.0;0.92
0.62;0.46;0.33;12.0;19.0;46.0;29.0;5.0;0.71
0.57;0.38;0.16;11.0;18.0;48.0;25.0;5.0;0.49
0.54;0.35;0.22;12.0;15.0;43.0;14.0;5.0;0.55
0.51;0.32;0.2;6.0;10.0;52.0;17.0;4.0;0.73
0.51;0.36;0.15;10.0;15.0;48.0;10.0;7.0;0.37
0.5;0.34;0.14;6.0;11.0;47.0;10.0;5.0;0.31
0.56;0.39;0.25;9.0;13.0;39.0;16.0;4.0;0.49
0.54;0.35;0.17;8.0;11.0;42.0;9.0;4.0;0.37
0.5;0.37;0.14;7.0;12.0;44.0;6.0;3.0;0.32
0.52;0.28;0.26;7.0;12.0;52.0;7.0;7.0;0.51
0.58;0.31;0.22;11.0;15.0;47.0;13.0;21.0;0.54
0.55;0.3;0.24;9.0;14.0;49.0;10.0;15.0;0.53
0.5;0.25;0.17;4.0;7.0;44.0;7.0;16.0;0.35
0.52;0.27;0.2;4.0;7.0;43.0;9.0;17.0;0.45
